rank,expression,count,frequency_score,source
1380,have just,94,39.6,OpenSubtitles v2018 / OPUS
1381,didn't even,94,39.6,OpenSubtitles v2018 / OPUS
1382,come now,94,39.6,OpenSubtitles v2018 / OPUS
1383,would you care,94,39.6,OpenSubtitles v2018 / OPUS
1384,you're not going,94,39.6,OpenSubtitles v2018 / OPUS
1385,now go,94,39.6,OpenSubtitles v2018 / OPUS
1386,but we're,94,39.6,OpenSubtitles v2018 / OPUS
1387,when it's,94,39.6,OpenSubtitles v2018 / OPUS
1388,i'll send,94,39.6,OpenSubtitles v2018 / OPUS
1389,do you want me,93,39.5,OpenSubtitles v2018 / OPUS
1390,a good idea,93,39.5,OpenSubtitles v2018 / OPUS
1391,i'll kill,93,39.5,OpenSubtitles v2018 / OPUS
1392,can give,93,39.5,OpenSubtitles v2018 / OPUS
1393,how's the,93,39.5,OpenSubtitles v2018 / OPUS
1394,long way,93,39.5,OpenSubtitles v2018 / OPUS
1395,i think we,93,39.5,OpenSubtitles v2018 / OPUS
1396,look how,93,39.5,OpenSubtitles v2018 / OPUS
1397,that's too,93,39.5,OpenSubtitles v2018 / OPUS
1398,well he's,93,39.5,OpenSubtitles v2018 / OPUS
1399,if we're,93,39.5,OpenSubtitles v2018 / OPUS
1400,come on boy,93,39.5,OpenSubtitles v2018 / OPUS
1401,over to the,93,39.5,OpenSubtitles v2018 / OPUS
1402,think he's,93,39.5,OpenSubtitles v2018 / OPUS
1403,right i,93,39.5,OpenSubtitles v2018 / OPUS
1404,there's only,93,39.5,OpenSubtitles v2018 / OPUS
1405,they've got,93,39.5,OpenSubtitles v2018 / OPUS
1406,thought you'd,93,39.5,OpenSubtitles v2018 / OPUS
1407,sure it,93,39.5,OpenSubtitles v2018 / OPUS
1408,on the bridge,93,39.5,OpenSubtitles v2018 / OPUS
1409,she won't,92,39.4,OpenSubtitles v2018 / OPUS
1410,there's another,92,39.4,OpenSubtitles v2018 / OPUS
1411,what's his,92,39.4,OpenSubtitles v2018 / OPUS
1412,him on,92,39.4,OpenSubtitles v2018 / OPUS
1413,good man,92,39.4,OpenSubtitles v2018 / OPUS
1414,you think of,92,39.4,OpenSubtitles v2018 / OPUS
1415,i just want,92,39.4,OpenSubtitles v2018 / OPUS
1416,wait here,92,39.4,OpenSubtitles v2018 / OPUS
1417,hang on,92,39.4,OpenSubtitles v2018 / OPUS
1418,that don't,92,39.4,OpenSubtitles v2018 / OPUS
1419,if that's,92,39.4,OpenSubtitles v2018 / OPUS
1420,i'm not gonna,92,39.4,OpenSubtitles v2018 / OPUS
1421,he's all,92,39.4,OpenSubtitles v2018 / OPUS
1422,i'll take care,92,39.4,OpenSubtitles v2018 / OPUS
1423,it's not a,92,39.4,OpenSubtitles v2018 / OPUS
1424,need is,92,39.4,OpenSubtitles v2018 / OPUS
1425,cut it out,92,39.4,OpenSubtitles v2018 / OPUS
1426,you wait,92,39.4,OpenSubtitles v2018 / OPUS
1427,yeah that's,92,39.4,OpenSubtitles v2018 / OPUS
1428,same way,92,39.4,OpenSubtitles v2018 / OPUS
1429,right sir,92,39.4,OpenSubtitles v2018 / OPUS
1430,good boy,92,39.4,OpenSubtitles v2018 / OPUS
1431,it doesn't matter,92,39.4,OpenSubtitles v2018 / OPUS
1432,him out of,92,39.4,OpenSubtitles v2018 / OPUS
1433,let's take,91,39.3,OpenSubtitles v2018 / OPUS
1434,work here,91,39.3,OpenSubtitles v2018 / OPUS
1435,for a long time,91,39.3,OpenSubtitles v2018 / OPUS
1436,i'm no,91,39.3,OpenSubtitles v2018 / OPUS
1437,don't be afraid,91,39.3,OpenSubtitles v2018 / OPUS
1438,do you feel,91,39.3,OpenSubtitles v2018 / OPUS
1439,you want it,91,39.3,OpenSubtitles v2018 / OPUS
1440,there in,91,39.3,OpenSubtitles v2018 / OPUS
1441,will tell,91,39.3,OpenSubtitles v2018 / OPUS
1442,will give,91,39.3,OpenSubtitles v2018 / OPUS
1443,what's the matter with you,91,39.3,OpenSubtitles v2018 / OPUS
1444,the same way,91,39.3,OpenSubtitles v2018 / OPUS
1445,know when,91,39.3,OpenSubtitles v2018 / OPUS
1446,i'm terribly sorry,91,39.3,OpenSubtitles v2018 / OPUS
1447,up the bridge,91,39.3,OpenSubtitles v2018 / OPUS
1448,blow up the bridge,91,39.3,OpenSubtitles v2018 / OPUS
1449,is wrong,90,39.2,OpenSubtitles v2018 / OPUS
1450,know her,90,39.2,OpenSubtitles v2018 / OPUS
1451,to forget,90,39.2,OpenSubtitles v2018 / OPUS
1452,be a good,90,39.2,OpenSubtitles v2018 / OPUS
1453,they're not,90,39.2,OpenSubtitles v2018 / OPUS
1454,to take the,90,39.2,OpenSubtitles v2018 / OPUS
1455,here's the,90,39.2,OpenSubtitles v2018 / OPUS
1456,no right to,90,39.2,OpenSubtitles v2018 / OPUS
1457,i'll be back,90,39.2,OpenSubtitles v2018 / OPUS
1458,the last time,90,39.2,OpenSubtitles v2018 / OPUS
1459,she's been,90,39.2,OpenSubtitles v2018 / OPUS
1460,a long way,90,39.2,OpenSubtitles v2018 / OPUS
1461,must tell,90,39.2,OpenSubtitles v2018 / OPUS
1462,well let's,90,39.2,OpenSubtitles v2018 / OPUS
1463,i'll be right,90,39.2,OpenSubtitles v2018 / OPUS
1464,through a,90,39.2,OpenSubtitles v2018 / OPUS
1465,go right,90,39.2,OpenSubtitles v2018 / OPUS
1466,let me tell,90,39.2,OpenSubtitles v2018 / OPUS
1467,any time,90,39.2,OpenSubtitles v2018 / OPUS
1468,you'd have,90,39.2,OpenSubtitles v2018 / OPUS
1469,you can't get,90,39.2,OpenSubtitles v2018 / OPUS
1470,it's too late,90,39.2,OpenSubtitles v2018 / OPUS
1471,oh shut up,90,39.2,OpenSubtitles v2018 / OPUS
1472,way it,90,39.2,OpenSubtitles v2018 / OPUS
1473,they're going to,90,39.2,OpenSubtitles v2018 / OPUS
1474,you get that,90,39.2,OpenSubtitles v2018 / OPUS
1475,i didn't have,90,39.2,OpenSubtitles v2018 / OPUS
1476,blood on,90,39.2,OpenSubtitles v2018 / OPUS
1477,but you know,89,39.1,OpenSubtitles v2018 / OPUS
1478,do you want me to,89,39.1,OpenSubtitles v2018 / OPUS
1479,you know where,89,39.1,OpenSubtitles v2018 / OPUS
1480,it's hard,89,39.1,OpenSubtitles v2018 / OPUS
1481,i take it,89,39.1,OpenSubtitles v2018 / OPUS
1482,be fine,89,39.1,OpenSubtitles v2018 / OPUS
1483,time it,89,39.1,OpenSubtitles v2018 / OPUS
1484,off to,89,39.1,OpenSubtitles v2018 / OPUS
1485,the thing,89,39.1,OpenSubtitles v2018 / OPUS
1486,turn around,89,39.1,OpenSubtitles v2018 / OPUS
1487,i can't stand,89,39.1,OpenSubtitles v2018 / OPUS
1488,know him,89,39.1,OpenSubtitles v2018 / OPUS
1489,didn't have to,89,39.1,OpenSubtitles v2018 / OPUS
1490,go with you,89,39.1,OpenSubtitles v2018 / OPUS
1491,the whole thing,89,39.1,OpenSubtitles v2018 / OPUS
1492,away from me,89,39.1,OpenSubtitles v2018 / OPUS
1493,do not think,89,39.1,OpenSubtitles v2018 / OPUS
1494,forget the,89,39.1,OpenSubtitles v2018 / OPUS
1495,thought i'd,89,39.1,OpenSubtitles v2018 / OPUS
1496,watch out,89,39.1,OpenSubtitles v2018 / OPUS
1497,that's what you,89,39.1,OpenSubtitles v2018 / OPUS
1498,i can't go,89,39.1,OpenSubtitles v2018 / OPUS
1499,take a look at,89,39.1,OpenSubtitles v2018 / OPUS
1500,now just,89,39.1,OpenSubtitles v2018 / OPUS
1501,you ready,88,39.0,OpenSubtitles v2018 / OPUS
1502,who's the,88,39.0,OpenSubtitles v2018 / OPUS
1503,i'm sorry but,88,39.0,OpenSubtitles v2018 / OPUS
1504,are you gonna,88,39.0,OpenSubtitles v2018 / OPUS
1505,that time,88,39.0,OpenSubtitles v2018 / OPUS
1506,yeah but,88,39.0,OpenSubtitles v2018 / OPUS
1507,it's really,88,39.0,OpenSubtitles v2018 / OPUS
1508,i'm all right,88,39.0,OpenSubtitles v2018 / OPUS
1509,in new,88,39.0,OpenSubtitles v2018 / OPUS
1510,got in,88,39.0,OpenSubtitles v2018 / OPUS
1511,fall in,88,39.0,OpenSubtitles v2018 / OPUS
1512,just want to,88,39.0,OpenSubtitles v2018 / OPUS
1513,come into,88,39.0,OpenSubtitles v2018 / OPUS
1514,doesn't want,88,39.0,OpenSubtitles v2018 / OPUS
1515,thank you mr,88,39.0,OpenSubtitles v2018 / OPUS
1516,where's my,88,39.0,OpenSubtitles v2018 / OPUS
1517,good to see,88,39.0,OpenSubtitles v2018 / OPUS
1518,i'll wait,88,39.0,OpenSubtitles v2018 / OPUS
1519,ain't got,88,39.0,OpenSubtitles v2018 / OPUS
1520,you know something,88,39.0,OpenSubtitles v2018 / OPUS
1521,want any,88,39.0,OpenSubtitles v2018 / OPUS
1522,i'll take care of,88,39.0,OpenSubtitles v2018 / OPUS
1523,know all,88,39.0,OpenSubtitles v2018 / OPUS
1524,up this,88,39.0,OpenSubtitles v2018 / OPUS
1525,won't do,88,39.0,OpenSubtitles v2018 / OPUS
1526,i swear by,88,39.0,OpenSubtitles v2018 / OPUS
1527,don't let me,88,39.0,OpenSubtitles v2018 / OPUS
1528,i've got it,88,39.0,OpenSubtitles v2018 / OPUS
1529,good heavens,88,39.0,OpenSubtitles v2018 / OPUS
1530,good at,88,39.0,OpenSubtitles v2018 / OPUS
1531,i'm too,87,38.9,OpenSubtitles v2018 / OPUS
1532,in order,87,38.9,OpenSubtitles v2018 / OPUS
1533,give a,87,38.9,OpenSubtitles v2018 / OPUS
1534,show up,87,38.9,OpenSubtitles v2018 / OPUS
1535,them up,87,38.9,OpenSubtitles v2018 / OPUS
1536,up on the,87,38.9,OpenSubtitles v2018 / OPUS
1537,can't you see,87,38.9,OpenSubtitles v2018 / OPUS
1538,in trouble,87,38.9,OpenSubtitles v2018 / OPUS
1539,out in the,87,38.9,OpenSubtitles v2018 / OPUS
1540,went out,87,38.9,OpenSubtitles v2018 / OPUS
1541,you want to see,87,38.9,OpenSubtitles v2018 / OPUS
1542,think i'd,87,38.9,OpenSubtitles v2018 / OPUS
1543,it's in,87,38.9,OpenSubtitles v2018 / OPUS
1544,i give you,87,38.9,OpenSubtitles v2018 / OPUS
1545,it's the only,87,38.9,OpenSubtitles v2018 / OPUS
1546,there on,87,38.9,OpenSubtitles v2018 / OPUS
1547,on out,87,38.9,OpenSubtitles v2018 / OPUS
1548,let me get,87,38.9,OpenSubtitles v2018 / OPUS
1549,on my way,86,38.8,OpenSubtitles v2018 / OPUS
1550,there's an,86,38.8,OpenSubtitles v2018 / OPUS
1551,go back to the,86,38.8,OpenSubtitles v2018 / OPUS
1552,my time,86,38.8,OpenSubtitles v2018 / OPUS
1553,it can't be,86,38.8,OpenSubtitles v2018 / OPUS
1554,that's true,86,38.8,OpenSubtitles v2018 / OPUS
1555,we're doing,86,38.8,OpenSubtitles v2018 / OPUS
1556,her out,86,38.8,OpenSubtitles v2018 / OPUS
1557,just in,86,38.8,OpenSubtitles v2018 / OPUS
1558,you give me,86,38.8,OpenSubtitles v2018 / OPUS
1559,not come,86,38.8,OpenSubtitles v2018 / OPUS
1560,once in a,86,38.8,OpenSubtitles v2018 / OPUS
1561,me away,86,38.8,OpenSubtitles v2018 / OPUS
1562,it's all over,86,38.8,OpenSubtitles v2018 / OPUS
1563,trying to do,86,38.8,OpenSubtitles v2018 / OPUS
1564,not good,86,38.8,OpenSubtitles v2018 / OPUS
1565,on now,86,38.8,OpenSubtitles v2018 / OPUS
1566,i've tried,86,38.8,OpenSubtitles v2018 / OPUS
1567,i've just,86,38.8,OpenSubtitles v2018 / OPUS
1568,that's an,86,38.8,OpenSubtitles v2018 / OPUS
1569,got off,86,38.8,OpenSubtitles v2018 / OPUS
1570,after her,85,38.7,OpenSubtitles v2018 / OPUS
1571,all right then,85,38.7,OpenSubtitles v2018 / OPUS
1572,he isn't,85,38.7,OpenSubtitles v2018 / OPUS
1573,not believe,85,38.7,OpenSubtitles v2018 / OPUS
1574,know what i'm,85,38.7,OpenSubtitles v2018 / OPUS
1575,on time,85,38.7,OpenSubtitles v2018 / OPUS
1576,won't give,85,38.7,OpenSubtitles v2018 / OPUS
1577,were just,85,38.7,OpenSubtitles v2018 / OPUS
1578,you're talking,85,38.7,OpenSubtitles v2018 / OPUS
1579,you really want,85,38.7,OpenSubtitles v2018 / OPUS
1580,i'm sure you,85,38.7,OpenSubtitles v2018 / OPUS
1581,and let,85,38.7,OpenSubtitles v2018 / OPUS
1582,haven't seen,85,38.7,OpenSubtitles v2018 / OPUS
1583,a man in,85,38.7,OpenSubtitles v2018 / OPUS
1584,i do not know,85,38.7,OpenSubtitles v2018 / OPUS
1585,me tell you,85,38.7,OpenSubtitles v2018 / OPUS
1586,let me tell you,85,38.7,OpenSubtitles v2018 / OPUS
1587,want to talk to,85,38.7,OpenSubtitles v2018 / OPUS
1588,stay out,85,38.7,OpenSubtitles v2018 / OPUS
1589,you've got a,85,38.7,OpenSubtitles v2018 / OPUS
1590,thank god,85,38.7,OpenSubtitles v2018 / OPUS
1591,and i know,85,38.7,OpenSubtitles v2018 / OPUS
1592,you come to,85,38.7,OpenSubtitles v2018 / OPUS
1593,in with,85,38.7,OpenSubtitles v2018 / OPUS
1594,a man's,85,38.7,OpenSubtitles v2018 / OPUS
1595,by all means,85,38.7,OpenSubtitles v2018 / OPUS
1596,sure it's,85,38.7,OpenSubtitles v2018 / OPUS
1597,don't expect,85,38.7,OpenSubtitles v2018 / OPUS
1598,gotta get,85,38.7,OpenSubtitles v2018 / OPUS
1599,we'll see,84,38.6,OpenSubtitles v2018 / OPUS
1600,you're very,84,38.6,OpenSubtitles v2018 / OPUS
1601,in two,84,38.6,OpenSubtitles v2018 / OPUS
1602,went through,84,38.6,OpenSubtitles v2018 / OPUS
1603,you can go,84,38.6,OpenSubtitles v2018 / OPUS
1604,we're in,84,38.6,OpenSubtitles v2018 / OPUS
1605,you're always,84,38.6,OpenSubtitles v2018 / OPUS
1606,much time,84,38.6,OpenSubtitles v2018 / OPUS
1607,remember the,84,38.6,OpenSubtitles v2018 / OPUS
1608,it's getting,84,38.6,OpenSubtitles v2018 / OPUS
1609,are you trying,84,38.6,OpenSubtitles v2018 / OPUS
1610,are you trying to,84,38.6,OpenSubtitles v2018 / OPUS
1611,i don't believe,84,38.6,OpenSubtitles v2018 / OPUS
1612,you over,84,38.6,OpenSubtitles v2018 / OPUS
1613,time ago,84,38.6,OpenSubtitles v2018 / OPUS
1614,you off,84,38.6,OpenSubtitles v2018 / OPUS
1615,i haven't got,84,38.6,OpenSubtitles v2018 / OPUS
1616,something wrong,84,38.6,OpenSubtitles v2018 / OPUS
1617,don't know what you're,84,38.6,OpenSubtitles v2018 / OPUS
1618,i do not think,84,38.6,OpenSubtitles v2018 / OPUS
1619,of spider's web,84,38.6,OpenSubtitles v2018 / OPUS
1620,miki's son,84,38.6,OpenSubtitles v2018 / OPUS
1621,look after,83,38.5,OpenSubtitles v2018 / OPUS
1622,oh please,83,38.5,OpenSubtitles v2018 / OPUS
1623,no way,83,38.5,OpenSubtitles v2018 / OPUS
1624,to think of,83,38.5,OpenSubtitles v2018 / OPUS
1625,we can get,83,38.5,OpenSubtitles v2018 / OPUS
1626,cut off,83,38.5,OpenSubtitles v2018 / OPUS
1627,in mind,83,38.5,OpenSubtitles v2018 / OPUS
1628,matter what,83,38.5,OpenSubtitles v2018 / OPUS
1629,i think that,83,38.5,OpenSubtitles v2018 / OPUS
1630,isn't he,83,38.5,OpenSubtitles v2018 / OPUS
1631,i don't want you,83,38.5,OpenSubtitles v2018 / OPUS
1632,in the house,83,38.5,OpenSubtitles v2018 / OPUS
1633,i don't mind,83,38.5,OpenSubtitles v2018 / OPUS
1634,i don't even,83,38.5,OpenSubtitles v2018 / OPUS
1635,give it to me,83,38.5,OpenSubtitles v2018 / OPUS
1636,not go,83,38.5,OpenSubtitles v2018 / OPUS
1637,to remember,83,38.5,OpenSubtitles v2018 / OPUS
1638,happened to you,83,38.5,OpenSubtitles v2018 / OPUS
1639,he's dead,83,38.5,OpenSubtitles v2018 / OPUS
1640,who's there,83,38.5,OpenSubtitles v2018 / OPUS
1641,i'll take a,83,38.5,OpenSubtitles v2018 / OPUS
1642,here in the,83,38.5,OpenSubtitles v2018 / OPUS
1643,come down,83,38.5,OpenSubtitles v2018 / OPUS
1644,oh i don't,83,38.5,OpenSubtitles v2018 / OPUS
1645,stand down,83,38.5,OpenSubtitles v2018 / OPUS
1646,one in,83,38.5,OpenSubtitles v2018 / OPUS
1647,you're welcome,83,38.5,OpenSubtitles v2018 / OPUS
1648,you're out,82,38.4,OpenSubtitles v2018 / OPUS
1649,on and,82,38.4,OpenSubtitles v2018 / OPUS
1650,he wouldn't,82,38.4,OpenSubtitles v2018 / OPUS
1651,the king's,82,38.4,OpenSubtitles v2018 / OPUS
1652,i know i,82,38.4,OpenSubtitles v2018 / OPUS
1653,don't leave me,82,38.4,OpenSubtitles v2018 / OPUS
1654,make up,82,38.4,OpenSubtitles v2018 / OPUS
1655,go through,82,38.4,OpenSubtitles v2018 / OPUS
1656,don't want to be,82,38.4,OpenSubtitles v2018 / OPUS
1657,i've come,82,38.4,OpenSubtitles v2018 / OPUS
1658,to let you,82,38.4,OpenSubtitles v2018 / OPUS
1659,in rome,82,38.4,OpenSubtitles v2018 / OPUS
1660,want to help,82,38.4,OpenSubtitles v2018 / OPUS
1661,let go of me,82,38.4,OpenSubtitles v2018 / OPUS
1662,not take,82,38.4,OpenSubtitles v2018 / OPUS
1663,get here,82,38.4,OpenSubtitles v2018 / OPUS
1664,we take,82,38.4,OpenSubtitles v2018 / OPUS
1665,to come back,82,38.4,OpenSubtitles v2018 / OPUS
1666,get you a,82,38.4,OpenSubtitles v2018 / OPUS
1667,in the first,82,38.4,OpenSubtitles v2018 / OPUS
1668,in some,82,38.4,OpenSubtitles v2018 / OPUS
1669,feel the,82,38.4,OpenSubtitles v2018 / OPUS
1670,is a good,82,38.4,OpenSubtitles v2018 / OPUS
1671,there isn't,82,38.4,OpenSubtitles v2018 / OPUS
1672,come on in,82,38.4,OpenSubtitles v2018 / OPUS
1673,who's that,82,38.4,OpenSubtitles v2018 / OPUS
1674,he ain't,82,38.4,OpenSubtitles v2018 / OPUS
1675,he hasn't,81,38.3,OpenSubtitles v2018 / OPUS
1676,remember that,81,38.3,OpenSubtitles v2018 / OPUS
1677,i'm out,81,38.3,OpenSubtitles v2018 / OPUS
1678,it's going to be,81,38.3,OpenSubtitles v2018 / OPUS
1679,get along,81,38.3,OpenSubtitles v2018 / OPUS
1680,get hurt,81,38.3,OpenSubtitles v2018 / OPUS
1681,you're here,81,38.3,OpenSubtitles v2018 / OPUS
1682,put on,81,38.3,OpenSubtitles v2018 / OPUS
1683,got out of,81,38.3,OpenSubtitles v2018 / OPUS
1684,was a good,81,38.3,OpenSubtitles v2018 / OPUS
1685,back of,81,38.3,OpenSubtitles v2018 / OPUS
1686,i shouldn't,81,38.3,OpenSubtitles v2018 / OPUS
1687,to go with,81,38.3,OpenSubtitles v2018 / OPUS
1688,keep out,81,38.3,OpenSubtitles v2018 / OPUS
1689,you mind if,81,38.3,OpenSubtitles v2018 / OPUS
1690,love it,81,38.3,OpenSubtitles v2018 / OPUS
1691,trying to get,81,38.3,OpenSubtitles v2018 / OPUS
1692,if you don't mind,81,38.3,OpenSubtitles v2018 / OPUS
1693,can't even,81,38.3,OpenSubtitles v2018 / OPUS
1694,first time i,81,38.3,OpenSubtitles v2018 / OPUS
1695,manned and ready,81,38.3,OpenSubtitles v2018 / OPUS
1696,work in,80,38.2,OpenSubtitles v2018 / OPUS
1697,we're just,80,38.2,OpenSubtitles v2018 / OPUS
1698,they come,80,38.2,OpenSubtitles v2018 / OPUS
1699,want them,80,38.2,OpenSubtitles v2018 / OPUS
1700,but in,80,38.2,OpenSubtitles v2018 / OPUS
1701,out of your,80,38.2,OpenSubtitles v2018 / OPUS
1702,what good,80,38.2,OpenSubtitles v2018 / OPUS
1703,don't you know,80,38.2,OpenSubtitles v2018 / OPUS
1704,will get,80,38.2,OpenSubtitles v2018 / OPUS
1705,man in the,80,38.2,OpenSubtitles v2018 / OPUS
1706,me in the,80,38.2,OpenSubtitles v2018 / OPUS
1707,good to see you,80,38.2,OpenSubtitles v2018 / OPUS
1708,in charge,80,38.2,OpenSubtitles v2018 / OPUS
1709,we'll have a,80,38.2,OpenSubtitles v2018 / OPUS
1710,on get,80,38.2,OpenSubtitles v2018 / OPUS
1711,i'm sorry i,80,38.2,OpenSubtitles v2018 / OPUS
1712,how did you get,80,38.2,OpenSubtitles v2018 / OPUS
1713,yeah sure,80,38.2,OpenSubtitles v2018 / OPUS
1714,he's right,80,38.2,OpenSubtitles v2018 / OPUS
1715,was gonna,80,38.2,OpenSubtitles v2018 / OPUS
1716,no ma'am,80,38.2,OpenSubtitles v2018 / OPUS
1717,you'd better get,80,38.2,OpenSubtitles v2018 / OPUS
1718,and we're,79,38.1,OpenSubtitles v2018 / OPUS
1719,think this,79,38.1,OpenSubtitles v2018 / OPUS
1720,by your,79,38.1,OpenSubtitles v2018 / OPUS
1721,feel better,79,38.1,OpenSubtitles v2018 / OPUS
1722,was wrong,79,38.1,OpenSubtitles v2018 / OPUS
1723,that's not what,79,38.1,OpenSubtitles v2018 / OPUS
1724,because it's,79,38.1,OpenSubtitles v2018 / OPUS
1725,of the way,79,38.1,OpenSubtitles v2018 / OPUS
1726,after him,79,38.1,OpenSubtitles v2018 / OPUS
1727,you've seen,79,38.1,OpenSubtitles v2018 / OPUS
1728,you want to know,79,38.1,OpenSubtitles v2018 / OPUS
1729,no need for,79,38.1,OpenSubtitles v2018 / OPUS
1730,to give you,79,38.1,OpenSubtitles v2018 / OPUS
1731,men in,79,38.1,OpenSubtitles v2018 / OPUS
1732,away from here,79,38.1,OpenSubtitles v2018 / OPUS
1733,happen to me,79,38.1,OpenSubtitles v2018 / OPUS
1734,say good bye,79,38.1,OpenSubtitles v2018 / OPUS
1735,i've got something,79,38.1,OpenSubtitles v2018 / OPUS
1736,i'm looking for,79,38.1,OpenSubtitles v2018 / OPUS
1737,working on,79,38.1,OpenSubtitles v2018 / OPUS
1738,right down,79,38.1,OpenSubtitles v2018 / OPUS
1739,she just,79,38.1,OpenSubtitles v2018 / OPUS
1740,god's grace,79,38.1,OpenSubtitles v2018 / OPUS
1741,let me help,78,38.0,OpenSubtitles v2018 / OPUS
1742,her back,78,38.0,OpenSubtitles v2018 / OPUS
1743,how do you know,78,38.0,OpenSubtitles v2018 / OPUS
1744,what's his name,78,38.0,OpenSubtitles v2018 / OPUS
1745,think that's,78,38.0,OpenSubtitles v2018 / OPUS
1746,but i think,78,38.0,OpenSubtitles v2018 / OPUS
1747,aii right,78,38.0,OpenSubtitles v2018 / OPUS
1748,let's see what,78,38.0,OpenSubtitles v2018 / OPUS
1749,we'll take,78,38.0,OpenSubtitles v2018 / OPUS
1750,can't find,78,38.0,OpenSubtitles v2018 / OPUS
1751,it's still,78,38.0,OpenSubtitles v2018 / OPUS
1752,get his,78,38.0,OpenSubtitles v2018 / OPUS
1753,want that,78,38.0,OpenSubtitles v2018 / OPUS
1754,i'm trying,78,38.0,OpenSubtitles v2018 / OPUS
1755,you think you're,78,38.0,OpenSubtitles v2018 / OPUS
1756,let's get out,78,38.0,OpenSubtitles v2018 / OPUS
1757,you down,78,38.0,OpenSubtitles v2018 / OPUS
1758,i think you're,78,38.0,OpenSubtitles v2018 / OPUS
1759,not want,78,38.0,OpenSubtitles v2018 / OPUS
1760,look out,78,38.0,OpenSubtitles v2018 / OPUS
1761,back to work,78,38.0,OpenSubtitles v2018 / OPUS
1762,find me,78,38.0,OpenSubtitles v2018 / OPUS
1763,i don't need,78,38.0,OpenSubtitles v2018 / OPUS
1764,give them,78,38.0,OpenSubtitles v2018 / OPUS
1765,want to do,78,38.0,OpenSubtitles v2018 / OPUS
1766,know my,78,38.0,OpenSubtitles v2018 / OPUS
1767,there's not,78,38.0,OpenSubtitles v2018 / OPUS
1768,such a thing,78,38.0,OpenSubtitles v2018 / OPUS
1769,only one thing,78,38.0,OpenSubtitles v2018 / OPUS
1770,talk with,78,38.0,OpenSubtitles v2018 / OPUS
1771,and good,78,38.0,OpenSubtitles v2018 / OPUS
1772,you won't have,78,38.0,OpenSubtitles v2018 / OPUS
1773,to get out of,78,38.0,OpenSubtitles v2018 / OPUS
1774,the way it,78,38.0,OpenSubtitles v2018 / OPUS
1775,i know it's,78,38.0,OpenSubtitles v2018 / OPUS
1776,get cracking,78,38.0,OpenSubtitles v2018 / OPUS
1777,set up,78,38.0,OpenSubtitles v2018 / OPUS
1778,i'm not going to,78,38.0,OpenSubtitles v2018 / OPUS
1779,in those,78,38.0,OpenSubtitles v2018 / OPUS
1780,give evidence,78,38.0,OpenSubtitles v2018 / OPUS
1781,you forget,77,37.8,OpenSubtitles v2018 / OPUS
1782,that's why you,77,37.8,OpenSubtitles v2018 / OPUS
1783,i feel like,77,37.8,OpenSubtitles v2018 / OPUS
1784,then we'll,77,37.8,OpenSubtitles v2018 / OPUS
1785,give us a,77,37.8,OpenSubtitles v2018 / OPUS
1786,i must tell,77,37.8,OpenSubtitles v2018 / OPUS
1787,they think,77,37.8,OpenSubtitles v2018 / OPUS
1788,you want a,77,37.8,OpenSubtitles v2018 / OPUS
1789,guess you,77,37.8,OpenSubtitles v2018 / OPUS
1790,look at it,77,37.8,OpenSubtitles v2018 / OPUS
1791,long time ago,77,37.8,OpenSubtitles v2018 / OPUS
1792,you can get,77,37.8,OpenSubtitles v2018 / OPUS
1793,but i'd,77,37.8,OpenSubtitles v2018 / OPUS
1794,so sure,77,37.8,OpenSubtitles v2018 / OPUS
1795,i've already,77,37.8,OpenSubtitles v2018 / OPUS
1796,there's always the,77,37.8,OpenSubtitles v2018 / OPUS
1797,that's fine,77,37.8,OpenSubtitles v2018 / OPUS
1798,get him out,77,37.8,OpenSubtitles v2018 / OPUS
1799,go to sleep,76,37.7,OpenSubtitles v2018 / OPUS
1800,ahead and,76,37.7,OpenSubtitles v2018 / OPUS
1801,feel about,76,37.7,OpenSubtitles v2018 / OPUS
1802,i'm not sure,76,37.7,OpenSubtitles v2018 / OPUS
1803,maybe a,76,37.7,OpenSubtitles v2018 / OPUS
1804,you're crazy,76,37.7,OpenSubtitles v2018 / OPUS
1805,you don't like,76,37.7,OpenSubtitles v2018 / OPUS
1806,on with,76,37.7,OpenSubtitles v2018 / OPUS
1807,after i,76,37.7,OpenSubtitles v2018 / OPUS
1808,he was in,76,37.7,OpenSubtitles v2018 / OPUS
1809,that's your,76,37.7,OpenSubtitles v2018 / OPUS
1810,you don't want to,76,37.7,OpenSubtitles v2018 / OPUS
1811,right on,76,37.7,OpenSubtitles v2018 / OPUS
1812,him down,76,37.7,OpenSubtitles v2018 / OPUS
1813,yes that's,76,37.7,OpenSubtitles v2018 / OPUS
1814,same time,76,37.7,OpenSubtitles v2018 / OPUS
1815,don't remember,76,37.7,OpenSubtitles v2018 / OPUS
1816,and get some,76,37.7,OpenSubtitles v2018 / OPUS
1817,how'd you,76,37.7,OpenSubtitles v2018 / OPUS
1818,as i'm,76,37.7,OpenSubtitles v2018 / OPUS
1819,by that,76,37.7,OpenSubtitles v2018 / OPUS
1820,try me,76,37.7,OpenSubtitles v2018 / OPUS
1821,don't you ever,76,37.7,OpenSubtitles v2018 / OPUS
1822,talk to him,76,37.7,OpenSubtitles v2018 / OPUS
1823,mrs french's,76,37.7,OpenSubtitles v2018 / OPUS
1824,by almighty,76,37.7,OpenSubtitles v2018 / OPUS
